Control,State,County,Type,Type,Date,Post Data,Parcels
5045,MI,Iron,Deed,n/a,8/13/2013,7/22/2013,53
9185,MI,Iron,Deed,n/a,8/5/2014,7/23/2014,42
152,MI,Isabella,Deed,OTC,7/25/2012,n/a,2
151,MI,Isabella,Deed,OTC,1/15/2013,n/a,2
150,MI,Isabella,Deed,OTC,3/19/2014,n/a,2
8985,MI,Isabella,Deed,n/a,7/15/2014,7/2/2014,30
400,MI,Jackson,Deed,OTC,7/25/2012,n/a,5
399,MI,Jackson,Deed,OTC,1/15/2013,n/a,5
1239,MI,Jackson,Deed,OTC,3/19/2014,n/a,60
5146,MI,Jackson,Deed,n/a,8/20/2013,8/1/2013,327
5938,MI,Jackson,Deed,n/a,10/7/2013,9/24/2013,220
8986,MI,Jackson,Deed,n/a,8/6/2014,7/2/2014,283
12661,MI,Jackson,Deed,n/a,9/2/2015,8/11/2015,155
13274,MI,Jackson,Deed,n/a,10/20/2015,10/6/2015,1
820,MI,Kalamazoo,Deed,OTC,7/25/2012,n/a,16
819,MI,Kalamazoo,Deed,OTC,1/15/2013,n/a,16
401,MI,Kalamazoo,Deed,OTC,3/19/2014,n/a,5
5174,MI,Kalamazoo,Deed,n/a,8/22/2013,8/2/2013,145
5939,MI,Kalamazoo,Deed,n/a,10/8/2013,9/24/2013,80
8977,MI,Kalamazoo,Deed,n/a,8/18/2014,7/1/2014,177
9800,MI,Kalamazoo,Deed,n/a,10/6/2014,9/22/2014,138
12447,MI,Kalamazoo,Deed,n/a,8/19/2015,7/21/2015,128
13244,MI,Kalamazoo,Deed,n/a,10/16/2015,10/2/2015,58
402,MI,Kalkaska,Deed,OTC,3/19/2014,n/a,5
5046,MI,Kalkaska,Deed,n/a,8/13/2013,7/22/2013,32
9186,MI,Kalkaska,Deed,n/a,8/5/2014,7/23/2014,28
273,MI,Kent,Deed,OTC,7/25/2012,n/a,3
272,MI,Kent,Deed,OTC,1/15/2013,n/a,3
546,MI,Kent,Deed,OTC,3/19/2014,n/a,7
2477,MI,Kent,Deed,n/a,10/5/2012,9/28/2012,99
5147,MI,Kent,Deed,n/a,8/21/2013,8/1/2013,61
5970,MI,Kent,Deed,n/a,10/10/2013,9/25/2013,20
8906,MI,Kent,Deed,n/a,8/1/2014,6/24/2014,64
9630,MI,Kent,Deed,n/a,9/22/2014,9/3/2014,66
12662,MI,Kent,Deed,n/a,8/31/2015,8/11/2015,47
13245,MI,Kent,Deed,n/a,10/22/2015,10/2/2015,19
5047,MI,Keweenaw,Deed,n/a,8/13/2013,7/22/2013,6
9187,MI,Keweenaw,Deed,n/a,8/5/2014,7/23/2014,4
275,MI,Lake,Deed,OTC,7/25/2012,n/a,3
274,MI,Lake,Deed,OTC,1/15/2013,n/a,3
591,MI,Lake,Deed,OTC,3/19/2014,n/a,8
5175,MI,Lake,Deed,n/a,8/23/2013,8/2/2013,408
5940,MI,Lake,Deed,n/a,10/9/2013,9/24/2013,1
8867,MI,Lake,Deed,n/a,8/15/2014,6/19/2014,326
9801,MI,Lake,Deed,n/a,9/29/2014,9/22/2014,1
12448,MI,Lake,Deed,n/a,8/21/2015,7/21/2015,261
13040,MI,Lake,Deed,n/a,9/21/2015,9/14/2015,1
2300,MI,Lapeer,Deed,n/a,10/1/2012,9/26/2012,7
5219,MI,Lapeer,Deed,n/a,8/28/2013,8/9/2013,34
5971,MI,Lapeer,Deed,n/a,10/15/2013,9/25/2013,34
9168,MI,Lapeer,Deed,n/a,9/5/2014,7/22/2014,44
9987,MI,Lapeer,Deed,n/a,10/20/2014,10/7/2014,14
12819,MI,Lapeer,Deed,n/a,9/15/2015,8/25/2015,25
13415,MI,Lapeer,Deed,n/a,10/27/2015,10/21/2015,4
5112,MI,Leelanau,Deed,n/a,8/15/2013,7/29/2013,8
8987,MI,Leelanau,Deed,n/a,8/14/2014,7/2/2014,5
9631,MI,Leelanau,Deed,n/a,9/25/2014,9/3/2014,2
12570,MI,Leelanau,Deed,n/a,8/24/2015,7/31/2015,7
13190,MI,Leelanau,Deed,n/a,10/13/2015,9/28/2015,3
342,MI,Lenawee,Deed,OTC,7/25/2012,n/a,4
341,MI,Lenawee,Deed,OTC,1/15/2013,n/a,4
403,MI,Lenawee,Deed,OTC,3/19/2014,n/a,5
9028,MI,Lenawee,Deed,n/a,8/5/2014,7/8/2014,52
12312,MI,Lenawee,Deed,n/a,8/6/2015,7/9/2015,42
4978,MI,Lenawee,RDeed,n/a,8/6/2013,7/19/2013,492
405,MI,Livingston,Deed,OTC,7/25/2012,n/a,5
404,MI,Livingston,Deed,OTC,1/15/2013,n/a,5
32,MI,Livingston,Deed,OTC,1/21/2014,n/a,1
1071,MI,Livingston,Deed,OTC,3/19/2014,n/a,36
5064,MI,Livingston,Deed,n/a,8/14/2013,7/24/2013,140
9188,MI,Livingston,Deed,n/a,8/6/2014,7/23/2014,76
33,MI,Luce,Deed,OTC,3/19/2014,n/a,1
5048,MI,Luce,Deed,n/a,8/13/2013,7/22/2013,12
9189,MI,Luce,Deed,n/a,8/5/2014,7/23/2014,14
1348,MI,Mackinac,Deed,OTC,1/21/2014,n/a,89
153,MI,Mackinac,Deed,OTC,3/19/2014,n/a,2
5148,MI,Mackinac,Deed,n/a,8/8/2013,8/1/2013,26
9190,MI,Mackinac,Deed,n/a,8/14/2014,7/23/2014,19
155,MI,Macomb,Deed,OTC,7/25/2012,n/a,2
154,MI,Macomb,Deed,OTC,1/15/2013,n/a,2
34,MI,Macomb,Deed,OTC,1/21/2014,n/a,1
471,MI,Macomb,Deed,OTC,3/19/2014,n/a,6
277,MI,Manistee,Deed,OTC,7/25/2012,n/a,3
276,MI,Manistee,Deed,OTC,1/15/2013,n/a,3
35,MI,Manistee,Deed,OTC,1/21/2014,n/a,1
156,MI,Manistee,Deed,OTC,1/21/2014,n/a,2
406,MI,Manistee,Deed,OTC,3/19/2014,n/a,5
5060,MI,Manistee,Deed,n/a,8/7/2013,7/23/2013,22
9632,MI,Manistee,Deed,n/a,9/25/2014,9/3/2014,11
12449,MI,Manistee,Deed,n/a,8/22/2015,7/21/2015,21
13191,MI,Manistee,Deed,n/a,10/13/2015,9/28/2015,5
278,MI,Marquette,Deed,OTC,1/21/2014,n/a,3
472,MI,Marquette,Deed,OTC,3/19/2014,n/a,6
2511,MI,Marquette,Deed,n/a,10/17/2012,10/2/2012,12
4973,MI,Marquette,Deed,n/a,8/2/2013,7/18/2013,7
9135,MI,Marquette,Deed,n/a,8/28/2014,7/16/2014,16
9817,MI,Marquette,Deed,n/a,10/14/2014,9/23/2014,8
12242,MI,Marquette,Deed,n/a,8/7/2015,7/2/2015,16
13093,MI,Marquette,Deed,n/a,10/6/2015,9/18/2015,1
37,MI,Mason,Deed,OTC,7/25/2012,n/a,1
36,MI,Mason,Deed,OTC,1/15/2013,n/a,1
5061,MI,Mason,Deed,n/a,8/7/2013,7/23/2013,37
8907,MI,Mason,Deed,n/a,8/8/2014,6/24/2014,34
9633,MI,Mason,Deed,n/a,9/25/2014,9/3/2014,12
12450,MI,Mason,Deed,n/a,8/22/2015,7/21/2015,22
13192,MI,Mason,Deed,n/a,10/13/2015,9/28/2015,7
593,MI,Mecosta,Deed,OTC,7/25/2012,n/a,8
592,MI,Mecosta,Deed,OTC,1/15/2013,n/a,8
1532,MI,Mecosta,Deed,OTC,3/19/2014,n/a,229
5049,MI,Mecosta,Deed,n/a,8/13/2013,7/22/2013,157
9191,MI,Mecosta,Deed,n/a,8/5/2014,7/23/2014,117
8908,MI,Menistee,Deed,n/a,8/8/2014,6/24/2014,29
407,MI,Menominee,Deed,OTC,1/21/2014,n/a,5
39,MI,Midland,Deed,OTC,1/21/2014,n/a,1
38,MI,Midland,Deed,OTC,3/19/2014,n/a,1
5985,MI,Midland,Deed,n/a,10/23/2013,9/26/2013,8
9008,MI,Midland,Deed,n/a,8/7/2014,7/3/2014,36
2489,MI,Missaukee,Deed,n/a,10/11/2012,10/1/2012,2
5941,MI,Missaukee,Deed,n/a,10/1/2013,9/24/2013,1
9016,MI,Missaukee,Deed,n/a,9/3/2014,7/7/2014,13
9826,MI,Missaukee,Deed,n/a,10/18/2014,9/24/2014,5
12433,MI,Missaukee,Deed,n/a,8/17/2015,7/20/2015,6
13193,MI,Missaukee,Deed,n/a,10/13/2015,9/28/2015,1
867,MI,Monroe,Deed,OTC,7/25/2012,n/a,19
866,MI,Monroe,Deed,OTC,1/15/2013,n/a,19
882,MI,Monroe,Deed,OTC,3/19/2014,n/a,20
2478,MI,Monroe,Deed,n/a,10/3/2012,9/28/2012,34
5220,MI,Monroe,Deed,n/a,8/27/2013,8/9/2013,73
5972,MI,Monroe,Deed,n/a,10/14/2013,9/25/2013,25
8988,MI,Monroe,Deed,n/a,8/20/2014,7/2/2014,85
9802,MI,Monroe,Deed,n/a,10/1/2014,9/22/2014,39
12663,MI,Monroe,Deed,n/a,9/1/2015,8/11/2015,71
13275,MI,Monroe,Deed,n/a,10/19/2015,10/6/2015,27
158,MI,Montcalm,Deed,OTC,7/25/2012,n/a,2
157,MI,Montcalm,Deed,OTC,1/15/2013,n/a,2
40,MI,Montcalm,Deed,OTC,3/19/2014,n/a,1
5124,MI,Montcalm,Deed,n/a,8/16/2013,7/30/2013,64
5942,MI,Montcalm,Deed,n/a,10/3/2013,9/24/2013,30
8909,MI,Montcalm,Deed,n/a,8/4/2014,6/24/2014,58
9634,MI,Montcalm,Deed,n/a,9/22/2014,9/3/2014,58
12192,MI,Montcalm,Deed,n/a,7/31/2015,6/25/2015,58
13246,MI,Montcalm,Deed,n/a,10/22/2015,10/2/2015,29
43,MI,Montmorency,Deed,OTC,7/25/2012,n/a,1
42,MI,Montmorency,Deed,OTC,1/15/2013,n/a,1
159,MI,Montmorency,Deed,OTC,1/21/2014,n/a,2
41,MI,Montmorency,Deed,OTC,3/19/2014,n/a,1
2512,MI,Montmorency,Deed,n/a,10/12/2012,10/2/2012,5
5125,MI,Montmorency,Deed,n/a,8/17/2013,7/30/2013,28
5943,MI,Montmorency,Deed,n/a,9/30/2013,9/24/2013,8
8978,MI,Montmorency,Deed,n/a,8/23/2014,7/1/2014,23
9803,MI,Montmorency,Deed,n/a,10/8/2014,9/22/2014,9
12434,MI,Montmorency,Deed,n/a,8/15/2015,7/20/2015,17
13094,MI,Montmorency,Deed,n/a,10/8/2015,9/18/2015,6
44,MI,Montmorency-,Deed,OTC,1/21/2014,n/a,1
742,MI,Muskegon,Deed,OTC,7/25/2012,n/a,13
741,MI,Muskegon,Deed,OTC,1/15/2013,n/a,13
775,MI,Muskegon,Deed,OTC,3/19/2014,n/a,14
5149,MI,Muskegon,Deed,n/a,8/19/2013,8/1/2013,553
5944,MI,Muskegon,Deed,n/a,10/4/2013,9/24/2013,393
8969,MI,Muskegon,Deed,n/a,8/19/2014,6/25/2014,478
8989,MI,Muskegon,Deed,n/a,8/19/2014,7/2/2014,478
9804,MI,Muskegon,Deed,n/a,9/29/2014,9/22/2014,131
12451,MI,Muskegon,Deed,n/a,8/20/2015,7/21/2015,386
13276,MI,Muskegon,Deed,n/a,10/15/2015,10/6/2015,1
45,MI,Newaygo,Deed,OTC,1/15/2013,n/a,1
408,MI,Newaygo,Deed,OTC,1/21/2014,n/a,5
547,MI,Newaygo,Deed,OTC,3/19/2014,n/a,7
2058,MI,Newaygo,Deed,OTC,N/A,7/25/2012,1
7137,MI,Newaygo,Deed,OTC,N/A,1/21/2014,1
5150,MI,Newaygo,Deed,n/a,8/8/2013,8/1/2013,83
5560,MI,Newaygo,Deed,n/a,9/19/2013,9/5/2013,55
9072,MI,Newaygo,Deed,n/a,8/7/2014,7/10/2014,101
9827,MI,Newaygo,Deed,n/a,10/17/2014,9/24/2014,212
12248,MI,Newaygo,Deed,n/a,8/6/2015,7/3/2015,82
410,MI,Oakland,Deed,OTC,7/25/2012,n/a,5
409,MI,Oakland,Deed,OTC,1/15/2013,n/a,5
1811,MI,Oakland,Deed,OTC,7/30/2013,n/a,1150
160,MI,Oakland,Deed,OTC,1/21/2014,n/a,2
1113,MI,Oakland,Deed,OTC,3/19/2014,n/a,41
5126,MI,Oakland,Deed,n/a,8/26/2013,7/30/2013,1124
12605,MI,Oakland,Deed,n/a,8/18/2015,8/4/2015,605
13247,MI,Oakland,Deed,n/a,10/20/2015,10/2/2015,316
412,MI,Oceana,Deed,OTC,7/25/2012,n/a,5
411,MI,Oceana,Deed,OTC,1/15/2013,n/a,5
46,MI,Oceana,Deed,OTC,1/21/2014,n/a,1
47,MI,Oceana,Deed,OTC,1/21/2014,n/a,1
548,MI,Oceana,Deed,OTC,3/19/2014,n/a,7
5062,MI,Oceana,Deed,n/a,8/7/2013,7/23/2013,21
8910,MI,Oceana,Deed,n/a,8/8/2014,6/24/2014,49
9635,MI,Oceana,Deed,n/a,9/25/2014,9/3/2014,9
12452,MI,Oceana,Deed,n/a,8/22/2015,7/21/2015,32
13194,MI,Oceana,Deed,n/a,10/13/2015,9/28/2015,11
162,MI,Ogemaw,Deed,OTC,7/25/2012,n/a,2
161,MI,Ogemaw,Deed,OTC,1/15/2013,n/a,2
48,MI,Ogemaw,Deed,OTC,1/21/2014,n/a,1
413,MI,Ogemaw,Deed,OTC,3/19/2014,n/a,5
2513,MI,Ogemaw,Deed,n/a,10/24/2012,10/2/2012,40
5973,MI,Ogemaw,Deed,n/a,10/16/2013,9/25/2013,22
9169,MI,Ogemaw,Deed,n/a,9/4/2014,7/22/2014,64
9988,MI,Ogemaw,Deed,n/a,10/21/2014,10/7/2014,28
12571,MI,Ogemaw,Deed,n/a,8/25/2015,7/31/2015,56
13041,MI,Ogemaw,Deed,n/a,9/29/2015,9/14/2015,30
475,MI,Ontonagon,Deed,OTC,7/25/2012,n/a,6
474,MI,Ontonagon,Deed,OTC,1/15/2013,n/a,6
473,MI,Ontonagon,Deed,OTC,3/19/2014,n/a,6
2514,MI,Ontonagon,Deed,n/a,10/18/2012,10/2/2012,14
5026,MI,Ontonagon,Deed,n/a,8/3/2013,7/20/2013,16
9170,MI,Ontonagon,Deed,n/a,8/29/2014,7/22/2014,31
9828,MI,Ontonagon,Deed,n/a,10/15/2014,9/24/2014,18
12228,MI,Ontonagon,Deed,n/a,8/6/2015,6/30/2015,19
13046,MI,Ontonagon,Deed,n/a,10/5/2015,9/15/2015,9
478,MI,Osceola,Deed,OTC,7/25/2012,n/a,6
477,MI,Osceola,Deed,OTC,1/15/2013,n/a,6
476,MI,Osceola,Deed,OTC,3/19/2014,n/a,6
2490,MI,Osceola,Deed,n/a,10/11/2012,10/1/2012,30
5945,MI,Osceola,Deed,n/a,10/1/2013,9/24/2013,20
9017,MI,Osceola,Deed,n/a,9/3/2014,7/7/2014,26
9829,MI,Osceola,Deed,n/a,10/18/2014,9/24/2014,20
12435,MI,Osceola,Deed,n/a,8/17/2015,7/20/2015,47
13195,MI,Osceola,Deed,n/a,10/13/2015,9/28/2015,6
51,MI,Oscoda,Deed,OTC,7/25/2012,n/a,1
50,MI,Oscoda,Deed,OTC,1/15/2013,n/a,1
49,MI,Oscoda,Deed,OTC,3/19/2014,n/a,1
2491,MI,Oscoda,Deed,n/a,10/11/2012,10/1/2012,2
5050,MI,Oscoda,Deed,n/a,8/5/2013,7/22/2013,24
5946,MI,Oscoda,Deed,n/a,10/1/2013,9/24/2013,17
8990,MI,Oscoda,Deed,n/a,8/25/2014,7/2/2014,35
9830,MI,Oscoda,Deed,n/a,10/18/2014,9/24/2014,5
12392,MI,Oscoda,Deed,n/a,8/3/2015,7/15/2015,39
12918,MI,Oscoda,Deed,n/a,10/1/2015,9/1/2015,1
281,MI,Otsego,Deed,OTC,7/25/2012,n/a,3
280,MI,Otsego,Deed,OTC,1/15/2013,n/a,3
279,MI,Otsego,Deed,OTC,3/19/2014,n/a,3
2492,MI,Otsego,Deed,n/a,10/11/2012,10/1/2012,102
5051,MI,Otsego,Deed,n/a,8/5/2013,7/22/2013,237
5947,MI,Otsego,Deed,n/a,10/1/2013,9/24/2013,205
8991,MI,Otsego,Deed,n/a,8/25/2014,7/2/2014,256
9831,MI,Otsego,Deed,n/a,10/18/2014,9/24/2014,233
12393,MI,Otsego,Deed,n/a,8/3/2015,7/15/2015,105
12919,MI,Otsego,Deed,n/a,10/1/2015,9/1/2015,68
164,MI,Ottawa,Deed,OTC,7/25/2012,n/a,2
163,MI,Ottawa,Deed,OTC,1/15/2013,n/a,2
52,MI,Ottawa,Deed,OTC,3/19/2014,n/a,1
5176,MI,Ottawa,Deed,n/a,8/24/2013,8/2/2013,29
5974,MI,Ottawa,Deed,n/a,10/10/2013,9/25/2013,12
9018,MI,Ottawa,Deed,n/a,8/16/2014,7/7/2014,18
9636,MI,Ottawa,Deed,n/a,9/22/2014,9/3/2014,16
12619,MI,Ottawa,Deed,n/a,8/29/2015,8/5/2015,17
13248,MI,Ottawa,Deed,n/a,10/22/2015,10/2/2015,3
165,MI,Presque Isle,Deed,OTC,3/19/2014,n/a,2
2515,MI,Presque Isle,Deed,n/a,10/12/2012,10/2/2012,112
5127,MI,Presque Isle,Deed,n/a,8/17/2013,7/30/2013,147
5948,MI,Presque Isle,Deed,n/a,9/30/2013,9/24/2013,110
8979,MI,Presque Isle,Deed,n/a,8/23/2014,7/1/2014,187
9805,MI,Presque Isle,Deed,n/a,10/8/2014,9/22/2014,12
12436,MI,Presque Isle,Deed,n/a,8/15/2015,7/20/2015,77
13095,MI,Presque Isle,Deed,n/a,10/8/2015,9/18/2015,8
549,MI,Roscommon,Deed,OTC,10/31/2013,n/a,7
166,MI,Roscommon,Deed,OTC,3/19/2014,n/a,2
2493,MI,Roscommon,Deed,n/a,10/11/2012,10/1/2012,18
5052,MI,Roscommon,Deed,n/a,8/5/2013,7/22/2013,63
5949,MI,Roscommon,Deed,n/a,10/1/2013,9/24/2013,32
8992,MI,Roscommon,Deed,n/a,8/25/2014,7/2/2014,43
9832,MI,Roscommon,Deed,n/a,10/18/2014,9/24/2014,32
12394,MI,Roscommon,Deed,n/a,8/3/2015,7/15/2015,43
12920,MI,Roscommon,Deed,n/a,10/1/2015,9/1/2015,19
945,MI,Saginaw,Deed,OTC,7/25/2012,n/a,25
944,MI,Saginaw,Deed,OTC,1/15/2013,n/a,25
53,MI,Saginaw,Deed,OTC,1/21/2014,n/a,1
167,MI,Saginaw,Deed,OTC,1/21/2014,n/a,2
1258,MI,Saginaw,Deed,OTC,3/19/2014,n/a,63
12820,MI,Saginaw,Deed,n/a,9/14/2015,8/25/2015,168
13416,MI,Saginaw,Deed,n/a,10/26/2015,10/21/2015,1
744,MI,Saint Clair,Deed,OTC,7/25/2012,n/a,13
743,MI,Saint Clair,Deed,OTC,1/15/2013,n/a,13
54,MI,Saint Clair,Deed,OTC,1/21/2014,n/a,1
5975,MI,Saint Clair,Deed,n/a,10/15/2013,9/25/2013,138
9171,MI,Saint Clair,Deed,n/a,9/10/2014,7/22/2014,127
12620,MI,Saint Clair,Deed,n/a,8/28/2015,8/5/2015,120
13417,MI,Saint Clair,Deed,n/a,10/27/2015,10/21/2015,55
415,MI,Saint Joseph,Deed,OTC,7/25/2012,n/a,5
414,MI,Saint Joseph,Deed,OTC,1/15/2013,n/a,5
5177,MI,Saint Joseph,Deed,n/a,8/26/2013,8/2/2013,59
5976,MI,Saint Joseph,Deed,n/a,10/11/2013,9/25/2013,24
8868,MI,Saint Joseph,Deed,n/a,8/5/2014,6/19/2014,66
9637,MI,Saint Joseph,Deed,n/a,9/23/2014,9/3/2014,25
12664,MI,Saint Joseph,Deed,n/a,9/3/2015,8/11/2015,36
13277,MI,Saint Joseph,Deed,n/a,10/23/2015,10/6/2015,12
55,MI,Sanilac,Deed,OTC,3/19/2014,n/a,1
5276,MI,Sanilac,Deed,n/a,8/21/2013,8/14/2013,46
9192,MI,Sanilac,Deed,n/a,8/20/2014,7/23/2014,51
345,MI,Schoolcraft,Deed,OTC,7/25/2012,n/a,4
344,MI,Schoolcraft,Deed,OTC,1/15/2013,n/a,4
343,MI,Schoolcraft,Deed,OTC,3/19/2014,n/a,4
2516,MI,Schoolcraft,Deed,n/a,10/17/2012,10/2/2012,8
4974,MI,Schoolcraft,Deed,n/a,8/2/2013,7/18/2013,24
9136,MI,Schoolcraft,Deed,n/a,8/28/2014,7/16/2014,32
9818,MI,Schoolcraft,Deed,n/a,10/14/2014,9/23/2014,15
12243,MI,Schoolcraft,Deed,n/a,8/7/2015,7/2/2015,26
13096,MI,Schoolcraft,Deed,n/a,10/6/2015,9/18/2015,23
653,MI,Shiawassee,Deed,OTC,7/25/2012,n/a,10
652,MI,Shiawassee,Deed,OTC,1/15/2013,n/a,10
776,MI,Shiawassee,Deed,OTC,3/19/2014,n/a,14
5065,MI,Shiawassee,Deed,n/a,8/14/2013,7/24/2013,103
9193,MI,Shiawassee,Deed,n/a,8/6/2014,7/23/2014,93
777,MI,St. Clair,Deed,OTC,3/19/2014,n/a,14
2517,MI,St. Clair,Deed,n/a,10/25/2012,10/2/2012,60
5221,MI,St. Clair,Deed,n/a,8/29/2013,8/9/2013,144
346,MI,St. Joseph,Deed,OTC,3/19/2014,n/a,4
2482,MI,St. Joseph,Deed,n/a,10/4/2012,9/29/2012,22
5113,MI,Tuscola,Deed,n/a,8/9/2013,7/29/2013,86
5977,MI,Tuscola,Deed,n/a,10/16/2013,9/25/2013,32
9073,MI,Tuscola,Deed,n/a,9/8/2014,7/10/2014,67
9989,MI,Tuscola,Deed,n/a,10/21/2014,10/7/2014,31
12621,MI,Tuscola,Deed,n/a,8/26/2015,8/5/2015,55
13042,MI,Tuscola,Deed,n/a,9/29/2015,9/14/2015,26
57,MI,Van Buren,Deed,OTC,7/25/2012,n/a,1
56,MI,Van Buren,Deed,OTC,1/15/2013,n/a,1
282,MI,Van Buren,Deed,OTC,3/19/2014,n/a,3
5178,MI,Van Buren,Deed,n/a,8/26/2013,8/2/2013,114
5978,MI,Van Buren,Deed,n/a,10/11/2013,9/25/2013,43
8869,MI,Van Buren,Deed,n/a,8/5/2014,6/19/2014,152
9638,MI,Van Buren,Deed,n/a,9/23/2014,9/3/2014,38
12665,MI,Van Buren,Deed,n/a,9/3/2015,8/11/2015,78
13278,MI,Van Buren,Deed,n/a,10/23/2015,10/6/2015,25
2483,MI,Vanburen,Deed,n/a,10/4/2012,9/29/2012,26
5153,MI,Washtenaw,Deed,Online,8/9/2013,8/1/2013,18
5152,MI,Washtenaw,Deed,Online,8/16/2013,8/1/2013,19
5151,MI,Washtenaw,Deed,Online,8/23/2013,8/1/2013,18
417,MI,Washtenaw,Deed,OTC,7/25/2012,n/a,5
416,MI,Washtenaw,Deed,OTC,1/15/2013,n/a,5
347,MI,Washtenaw,Deed,OTC,3/19/2014,n/a,4
12159,MI,Washtenaw,Deed,n/a,7/24/2015,6/19/2015,27
12158,MI,Washtenaw,Deed,n/a,8/14/2015,6/19/2015,13
12157,MI,Washtenaw,Deed,n/a,9/11/2015,6/19/2015,13
12156,MI,Washtenaw,Deed,n/a,9/18/2015,6/19/2015,12
13249,MI,Washtenaw,Deed,n/a,10/23/2015,10/2/2015,4
2070,MI,Wayne,Deed,Online,9/14/2012,8/14/2012,23563
2550,MI,Wayne,Deed,Online,10/19/2012,10/3/2012,7651
2551,MI,Wayne,Deed,Online,10/19/2012,10/3/2012,12252
5561,MI,Wayne,Deed,Online,9/23/2013,9/5/2013,20896
9501,MI,Wayne,Deed,Online,9/4/2014,8/25/2014,26178
10029,MI,Wayne,Deed,Online,10/21/2014,10/9/2014,18201
1981,MI,Wayne,Deed,OTC,7/25/2012,n/a,7264
1980,MI,Wayne,Deed,OTC,1/15/2013,n/a,7212
1776,MI,Wayne,Deed,OTC,3/19/2014,n/a,848
60,MI,Wexford,Deed,OTC,7/25/2012,n/a,1
59,MI,Wexford,Deed,OTC,1/15/2013,n/a,1
58,MI,Wexford,Deed,OTC,1/21/2014,n/a,1
168,MI,Wexford,Deed,OTC,3/19/2014,n/a,2
5646,MI,Wexford,Deed,n/a,10/11/2013,9/10/2013,11
9019,MI,Wexford,Deed,n/a,9/3/2014,7/7/2014,39
9833,MI,Wexford,Deed,n/a,10/18/2014,9/24/2014,12
12437,MI,Wexford,Deed,n/a,8/17/2015,7/20/2015,21
13196,MI,Wexford,Deed,n/a,10/13/2015,9/28/2015,1
283,MN,Aitkin,Deed,OTC,2/10/2014,n/a,3
13773,MN,Aitkin,Deed,n/a,12/11/2015,12/3/2015,28
7785,MN,Anoka,Deed,OTC,N/A,3/20/2014,5
418,MN,Beltrami,Deed,OTC,1/29/2014,n/a,5
8166,MN,Beltrami,Deed,n/a,6/27/2014,4/29/2014,3
11106,MN,Beltrami,Deed,n/a,4/3/2015,3/5/2015,11
594,MN,Blue Earth,Deed,OTC,3/20/2014,n/a,8
11341,MN,Blue Earth,Deed,n/a,4/21/2015,4/8/2015,17
3426,MN,Brown,Deed,n/a,2/27/2013,2/13/2013,8
13898,MN,Carlton,Deed,n/a,1/27/2016,1/5/2016,27
169,MN,Cass,Deed,OTC,2/10/2014,n/a,2
13774,MN,Clay,Deed,n/a,12/10/2015,12/3/2015,6
61,MN,Crow Wing,Deed,OTC,2/10/2014,n/a,1
8209,MN,Crow Wing,Deed,n/a,5/16/2014,5/5/2014,56
10204,MN,Crow Wing,Deed,n/a,11/21/2014,10/31/2014,97
13492,MN,Crow Wing,Deed,n/a,11/6/2015,10/30/2015,113
170,MN,Dakota,Deed,OTC,2/10/2014,n/a,2
62,MN,Douglas,Deed,OTC,2/10/2014,n/a,1
284,MN,Goodhue,Deed,OTC,3/20/2014,n/a,3
13775,MN,Grant,Deed,n/a,12/11/2015,12/3/2015,9
10391,MN,Hennepin,Deed,n/a,12/5/2014,11/21/2014,50
11295,MN,Hennepin,Deed,n/a,5/1/2015,3/31/2015,39
13493,MN,Hennepin,Deed,n/a,11/6/2015,10/30/2015,29
14582,MN,Hennepin,Deed,n/a,4/29/2016,3/29/2016,60
171,MN,Hubbard,Deed,OTC,2/10/2014,n/a,2
1009,MN,Itasca,Deed,OTC,3/20/2014,n/a,30
13494,MN,Jackson,Deed,n/a,11/24/2015,10/30/2015,2
285,MN,Lake,Deed,OTC,3/20/2014,n/a,3
13776,MN,Le Sueur,Deed,n/a,12/9/2015,12/3/2015,37
962,MN,Mille Lacs,Deed,OTC,3/20/2014,n/a,26
675,MN,Morrison,Deed,OTC,3/20/2014,n/a,11
13495,MN,Morrison,Deed,n/a,11/6/2015,10/30/2015,16
778,MN,Mower,Deed,OTC,2/7/2014,n/a,14
932,MN,Nicollet,Deed,OTC,3/20/2014,n/a,24
713,MN,Olmstead,Deed,OTC,3/20/2014,n/a,12
14543,MN,Olmstead,Deed,n/a,4/6/2016,3/23/2016,10
479,MN,Otter Tail,Deed,OTC,3/20/2014,n/a,6
654,MN,Pine,Deed,OTC,1/3/2014,n/a,10
550,MN,Ramsey,Deed,OTC,3/20/2014,n/a,7
8167,MN,Ramsey,Deed,n/a,5/23/2014,4/29/2014,40
13858,MN,Rice,Deed,n/a,1/7/2016,12/17/2015,10
1387,MN,St. Louis,Deed,OTC,3/20/2014,n/a,109
3314,MN,St. Louis,Deed,n/a,2/14/2013,1/23/2013,28
7138,MN,St. Louis,Deed,n/a,2/13/2014,1/21/2014,25
10734,MN,St. Louis,Deed,n/a,2/12/2015,1/29/2015,30
11793,MN,St. Louis,Deed,n/a,6/11/2015,5/19/2015,36
13899,MN,St. Louis,Deed,n/a,2/11/2016,1/5/2016,49
8620,MN,Stearns,Deed,n/a,6/23/2014,6/4/2014,134
745,MN,Todd,Deed,OTC,3/20/2014,n/a,13
7198,MN,Wabasha,Deed,n/a,2/27/2014,1/29/2014,1
14120,MN,Wabasha,Deed,n/a,2/24/2016,1/29/2016,6
